Review_Text,Review_Title,Rating,Day,Month,Year
अभी प्राप्त ही नहीं हुआ है तो क्या समीक्षाएं प्रस्तुत करें आपके डिलीवरी लड़के हमारे घर तक समान देने में उपभोक्ता से चल कर आओ नहीं तो समान वापस ले जायेंगे कहते हैं हम आपके घर तक नहीं आयेंगे कहते।,समान ना प्राप्त होना,1,19,November,2024
No help from Amazon nor boat company mic problem,Damaged product recived,1,18,November,2024
"I received a damage product  ( Boat bassheads 225 ). Trying to replace, but no way to replace this damage product.",Damage product delivered. Be careful everybody.,1,18,November,2024
Left earphone stop working within the first month of the purchase.,Not good,1,17,November,2024
Duplicate product don't buy within one month one side of headphones not working,Very worst,1,16,November,2024
It is so slippery.,Boat wired earphone,1,14,November,2024
Wire damaged what to do poor quality sound is ok but poor quality of wire,Wire is damaged,1,14,November,2024
Very bad product... Don't buy it defective product.... Boat is worse company,No noice cancellation,1,14,November,2024
Uncomfortable to use while bike ride.,Worst,1,14,November,2024
Bekar product hai,Bekar product hai,1,13,November,2024
Within a month  my earphones right side stops working,Boat earphones,1,12,November,2024
Audio breaks and comparatively heavy in weight,Not satisfied,1,12,November,2024
This item is not working .I have requested to return. But no response,Not quality material,1,12,November,2024
"I was excited when I received the item. That didn't last long, as I tried to connect it to my phone. It didn't work, tried several times, once connected. But, the sound quality wasn't right. It sounded like someone was mumbling. The play pause button never worked. This was the worst experience ever. On top of that, Amazon is suggesting me to watch some videos to troubleshoot the issue. They are refusing to replace the item. There is no next step when I fill the details for replacement. Extremely disappointed.",The earphone doesn't pair correctly to any phone.,1,11,November,2024
Didn’t stay in ear … bass is good but give pain to ears,Very heavy,1,10,November,2024
Left pod stopped working after 2 weeks......,Waste of money,1,9,November,2024
"one side sound come some time both side some time only one side sound come, not good, my refund not process,","Refund nhi mila , isiliye no more shoping with Amazon",1,4,November,2024
Waste of money,Not user friendly. Doesn't sit in the ear,1,2,November,2024
I dont like it take it back got a damaged piece,I got a damaged piece 🤬,1,2,November,2024
Received damaged headphone,Received damaged headphone,1,1,November,2024
Not good,Very bad product,1,29,October,2024
Very very bad earphone no clear sounds quality and sound breaking while walking,Very bad sound quality 😞,1,29,October,2024
"I am using boat since last 6 years but this time its a Total NO ,quality has been degraded and wire  breadth shorted/ slimed which in turn affects it's durability and also bass is too loud and good for music lovers lyrics not audible properly only bass hits in ear so don't buy it instead use OnePlus it has good sound quality and control",Not worthy,1,28,October,2024
"Very poor service from amazon, dont even try in life to order from amazon. And product was disaster.","Very poor service from amazon, dont even try in life to order from amazon. And product was disaster.",1,27,October,2024
Tips are too loose and fall off all the time,Not Worth,1,24,October,2024
Plug out automatically bad quality,Bad quailty,1,23,October,2024
false,Get a used and old headphone,1,22,October,2024
Left earphone is not working not up to the mark,Left earphone not working,1,22,October,2024
"Heavy weight.doesn't fit, volume only high,it is not good for music lovers. The jack is not fit for my mobile over the back cover. Ear was pain.i hate boat.","Tha audio was not good,over weight.does not fit to my ears.",1,22,October,2024
Doesn't fit my ear useless problem 👎🏻,N,1,21,October,2024
"Not upto the mark it stopped working after 5 months from the purchase ,",Not upto the expected quality,1,18,October,2024
"Sound comes with noise, After 15 minute use head ache start.",Sound quality not good.,1,17,October,2024
After 6 months of use the mic stopped working now I am not able to call or play games with the headset,Poor quality,1,16,October,2024
